"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000005889",3042.75122395263,-0.357104005449789,0.123409116565319,0.000923051706419585,0.00580516705704582
"ENSG00000005893",2391.17846472822,0.35653141929952,0.0825959158496477,4.05022429990686e-06,5.89489686291137e-05
"ENSG00000006007",2242.68865400522,-0.245055458110354,0.1034938584857,0.007101801958043,0.0307957968292004
"ENSG00000006016",54.1129822545923,2.0561332980373,0.479337659476448,8.87319488721194e-07,1.57301453935603e-05
"ENSG00000006042",1736.09242503207,-0.358327845833053,0.118553509882073,0.00058222505778804,0.00395390030892064
"ENSG00000006062",543.271403726143,-0.570979750298618,0.112468262530215,4.59738926108077e-08,1.17965268627592e-06
"ENSG00000006071",109.640376221934,1.49573228943067,0.577634651279295,0.000340927465838088,0.00252520971154163
"ENSG00000006125",11552.0208548828,-0.197501332033937,0.0745649127315793,0.00452019696630491,0.0214917139466081
"ENSG00000006283",237.184255882208,0.618676316104549,0.174252678776383,3.68898800227763e-05,0.000382379804542035
"ENSG00000006327",331.448262855612,0.438696937637855,0.135746398289841,0.000199375598332195,0.00158866575413219
"ENSG00000006432",914.522112848496,0.367442004043011,0.090240898540623,1.13350726217489e-05,0.000141843470324827
"ENSG00000006468",233.947577977122,0.630253711087068,0.157980770442803,6.57198530708089e-06,9.00632743019063e-05
"ENSG00000006530",2904.7121795393,-0.228169740795091,0.0725680655366757,0.000794561750650713,0.00513657499228084
"ENSG00000006611",153.782045721441,2.97953622055353,0.514235391580412,3.11348757978827e-10,1.3926957279273e-08
"ENSG00000006652",3814.61066844581,0.304405675453029,0.0727430079482095,9.725974842953e-06,0.000125043365953496
"ENSG00000006831",5197.36444257884,-0.305093950479011,0.120939797632393,0.00324255630521315,0.0165520556930454
"ENSG00000007047",1357.1127331996,0.281713694318927,0.129986816540028,0.00968935476012322,0.0394120316369301
"ENSG00000007080",2139.12604148891,-0.307483173395196,0.0816476556175263,5.56688346505024e-05,0.00054404985573234
"ENSG00000007168",5484.77426070705,-0.230464954323027,0.0870869419979507,0.00323785169926285,0.0165372687989989
"ENSG00000007202",8121.38052874812,-0.153216130605482,0.0644204196374402,0.012392070372075,0.0479308514708484
"ENSG00000007255",230.261331126664,0.624722426203052,0.162034546077265,1.16110688947382e-05,0.000144408229387652
"ENSG00000007376",735.048558396182,-0.807474242931992,0.141201271767413,8.33812319554225e-10,3.36746057091491e-08
"ENSG00000007384",231.754703866341,0.60259826257141,0.194308188929903,0.000181353775196286,0.00146678484403893
"ENSG00000007402",252.02290091217,0.304624760844795,0.144587617505222,0.00971811004342591,0.0395007383346983
"ENSG00000007520",987.179185877884,-0.557012448126687,0.0925920181231682,2.29151319016663e-10,1.05122444808469e-08
"ENSG00000007923",3798.55627515627,-0.436556023723466,0.117630252645153,3.59938035791622e-05,0.000374790345179722
"ENSG00000007944",628.161390010977,0.239727467473767,0.0918996895264396,0.00426575278638816,0.0205103672081396
"ENSG00000007968",1622.78748527473,-0.417224254054332,0.0938432058861151,1.61260017862747e-06,2.65788470882789e-05
"ENSG00000008018",5291.50030575974,-0.143381883856256,0.0561634519953676,0.00788051847658377,0.0334743639491758
"ENSG00000008130",3603.47061665457,-0.266547381989827,0.111209869594785,0.00599205939656274,0.0268490635954238
"ENSG00000008294",8395.7287470775,0.294689844272322,0.0736852044286579,2.18506757553157e-05,0.000247112258936342
"ENSG00000008311",645.836654161168,0.30564763249129,0.110976579563793,0.00176801535657353,0.0100079953429804
"ENSG00000008513",734.280275478987,0.490170673903329,0.167711913043715,0.000443085216920133,0.00314195505564102
"ENSG00000008517",66.6357940363159,0.49686365580019,0.315181787788069,0.00925503393710792,0.038023525593442
"ENSG00000008710",1654.177000977,-0.480989147764966,0.120848179569412,9.31177797139305e-06,0.000120612396053274
"ENSG00000008735",1141.54635388532,-0.231031343808726,0.0916597960454192,0.00542359134115865,0.0247813695270973
"ENSG00000008838",3846.63851655988,-0.316932315080424,0.0551744712112423,2.98176578380072e-09,1.04705191966668e-07
"ENSG00000009307",35441.8823911671,-0.376120840486869,0.0919952352823711,9.89301032028391e-06,0.000126745534880668
"ENSG00000009335",7705.79979133325,-0.213740109074901,0.0682630599743114,0.00093868797103431,0.00588529692600161
"ENSG00000009413",2039.47573236912,0.317430350800358,0.109748567427283,0.00110688603234631,0.00675241079085551
"ENSG00000009830",1248.67518334579,-0.539568488905549,0.0879122075023637,1.10055440922052e-10,5.45654279585078e-09
"ENSG00000009954",7086.98003725484,-0.249111655025354,0.0587852006024218,9.8268922600654e-06,0.000126163504489752
"ENSG00000010219",1087.68448498708,-0.264684423711489,0.0929631984218943,0.00171500524307369,0.00975926000685326
"ENSG00000010270",1697.84537954302,-0.249868164168691,0.0676121278865969,9.50825259810628e-05,0.000851877969061481
"ENSG00000010295",1383.46023254045,-0.327591106304653,0.0735285619516484,2.48370540907246e-06,3.890358772173e-05
